,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
1444,312_402,Tubocurarine,"['K59', 'E65', 'L90', 'N62']","['functional intestinal disorders', 'localised adiposity', 'atrophic disorders of skin', 'hypertrophy of breast']","[5, 1, 0, 0]",1.5
1445,239,Ixazomib,"['E21', 'N18', 'N19', 'N17']","['hyperparathyroidism and disorders of parathyroid gland', 'chronic renal failure', 'renal failure', 'acute renal failure']","[1, 2, 17, 9]",7.25
1446,167,Digoxin,"['C53', 'D06', 'C54', 'C55', 'N87']","['malignant neoplasm of cervix uteri', 'carcinoma in situ of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'dysplasia of cervix uteri']","[4, 4, 1, 0, 2]",2.2
1447,43,Conestat alfa,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']","[0, 0, 0]",0.0
1448,176,Peginterferon alfa-2b,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']","[0, 90, 6, 6, 557]",131.8
1449,194,Flibanserin,"['M40', 'M54', 'M76', 'M80', 'M93', 'D16', 'D36', 'G83', 'K04']","['kyphosis and lordosis', 'dorsalgia', 'enthesopathies of lower limb, excluding foot', 'osteoporosis with pathological fracture', 'osteochondropathies', 'benign neoplasm of bone and articular cartilage', 'benign neoplasm of sites', 'paralytic syndromes', 'diseases of pulp and periapical tissues']","[1, 1, 0, 0, 0, 0, 0, 0, 0]",0.2222222222222222
1450,236,Etoposide,"['N04', 'A69', 'B99', 'E07', 'I10', 'I31', 'I46', 'I71', 'J03', 'J30', 'J41', 'J42', 'J81', 'J84', 'K55', 'K75', 'L50', 'L98', 'M86', 'N30', 'E26', 'N03']","['nephrotic syndrome', 'spirochaetal infections', 'infectious diseases', 'disorders of thyroid', 'essential (primary) hypertension', 'diseases of pericardium', 'cardiac arrest', 'aortic aneurysm and dissection', 'acute tonsillitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pulmonary oedema', 'interstitial pulmonary diseases', 'vascular disorders of intestine', 'inflammatory liver diseases', 'urticaria', 'disorders of skin and subcutaneous tissue', 'osteomyelitis', 'cystitis', 'hyperaldosteronism', 'chronic nephritic syndrome']","[15, 0, 433, 80, 0, 13, 30, 390, 3, 5, 0, 0, 13, 74, 8, 25, 10, 366, 6, 46, 5, 0]",69.18181818181819
1451,433,Isoflavone,"['I21', 'I46']","['acute myocardial infarction', 'cardiac arrest']","[29, 9]",19.0
1452,12,Chlorzoxazone,"['D64', 'D69', 'D70']","['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']","[4, 38, 0]",14.0
1453,48,Diethylstilbestrol,"['F60', 'F91']","['specific personality disorders', 'conduct disorders']","[0, 3]",1.5
1454,208,Amisulpride,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']","['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']","[1, 49, 56, 0, 2, 125, 0]",33.285714285714285
1455,223,Tizanidine,"['K83', 'C25']","['diseases of biliary tract', 'malignant neoplasm of pancreas']","[0, 0]",0.0
1456,28,Collagenase clostridium histolyticum,"['J30', 'J45', 'J46']","['vasomotor and allergic rhinitis', 'asthma', 'status asthmaticus']","[3, 3, 0]",2.0
1457,93,Benazepril,"['K66', 'N73', 'N76', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']","[0, 0, 0, 0, 0]",0.0
1458,437,Nintedanib,"['J44', 'J47', 'J93']","['chronic obstructive pulmonary disease', 'bronchiectasis', 'pneumothorax']","[19, 18, 10]",15.666666666666666
1459,335,Medroxyprogesterone acetate,"['B36', 'C15', 'C23', 'C32', 'C51', 'C52', 'C69', 'C76', 'D03', 'D31', 'D46', 'D59', 'D89', 'E20', 'E46', 'E53', 'E72', 'F05', 'F09', 'G12', 'G24', 'G31', 'G90', 'H01', 'H21', 'H31', 'H49', 'H57', 'I06', 'I22', 'I33', 'I81', 'J11', 'J12', 'K06', 'K14', 'K41', 'K46', 'L08', 'L24', 'L53', 'L82', 'L84', 'L85', 'M00', 'M11', 'N32', 'N36']","['superficial mycoses', 'malignant neoplasm of oesophagus', 'malignant neoplasm of gallbladder', 'malignant neoplasm of larynx', 'malignant neoplasm of vulva', 'malignant neoplasm of vagina', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'melanoma in situ', 'benign neoplasm of eye and adnexa', 'myelodysplastic syndromes', 'acquired haemolytic anaemia', 'disorders involving the immune mechanism', 'hypoparathyroidism', 'protein-energy malnutrition', 'deficiency of b group vitamins', 'disorders of amino-acid metabolism', 'delirium', 'organic or symptomatic mental disorder', 'spinal muscular atrophy and related syndromes', 'dystonia', 'degenerative diseases of nervous system', 'disorders of autonomic nervous system', 'inflammation of eyelid', 'disorders of iris and ciliary body', 'disorders of choroid', 'paralytic strabismus', 'disorders of eye and adnexa', 'rheumatic aortic valve diseases', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'portal vein thrombosis', 'influenza virus', 'viral pneumonia', 'disorders of gingiva and edentulous alveolar ridge', 'diseases of tongue', 'femoral hernia', 'abdominal hernia', 'local infections of skin and subcutaneous tissue', 'irritant contact dermatitis', 'erythematous conditions', 'seborrhoeic keratosis', 'corns and callosities', 'epidermal thickening', 'pyogenic arthritis', 'crystal arthropathies', 'disorders of bladder', 'disorders of urethra']","[0, 0, 5, 0, 2, 65, 229, 0, 0, 231, 1, 0, 6, 1, 1, 2, 25, 1, 34, 78, 0, 1, 4, 0, 1, 0, 0, 236, 0, 5, 0, 0, 0, 10, 0, 0, 0, 0, 15, 0, 4, 0, 0, 0, 0, 0, 4, 4]",20.104166666666668
1460,354,Pantoprazole,"['L72', 'N92', 'D21', 'D23', 'D72', 'E65', 'K35', 'L50', 'M84', 'N35', 'N87', 'N94']","['follicular cysts of skin and subcutaneous tissue', 'excessive, frequent and irregular menstruation', 'benign neoplasms of connective and soft tissue', 'benign neoplasms of skin', 'disorders of white blood cells', 'localised adiposity', 'acute appendicitis', 'urticaria', 'disorders of continuity of bone', 'urethral stricture', 'dysplasia of cervix uteri', 'pain and conditions associated with female genital organs and menstrual cycle']","[1, 4, 7, 1, 1, 0, 11, 3, 0, 0, 0]",2.5454545454545454
1461,279,Quinidine barbiturate,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']","[5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.5
1462,133,Apixaban,"['I47', 'I49']","['paroxysmal tachycardia', 'cardiac arrhythmias']","[2, 2305]",1153.5
1463,52,Talbutal,"['J20', 'J00']","['acute bronchitis', 'acute nasopharyngitis [common cold]']","[0, 0]",0.0
1464,370,Perphenazine,"['F17', 'A04', 'A41', 'B35', 'B37', 'I77', 'J41', 'K65', 'L30']","['mental and behavioural disorders due to use of tobacco', 'bacterial intestinal infections', 'septicaemia', 'dermatophytosis', 'candidiasis', 'disorders of arteries and arterioles', 'simple and mucopurulent chronic bronchitis', 'peritonitis', 'dermatitis']","[0, 1, 1, 0, 0, 3, 0, 3, 8]",1.7777777777777777
1465,423,Tiotropium,"['H34', 'D31', 'H04', 'H11', 'H16', 'H25', 'H27', 'H44']","['retinal vascular occlusions', 'benign neoplasm of eye and adnexa', 'disorders of lachrymal system', 'disorders of conjunctiva', 'keratitis', 'senile cataract', 'disorders of lens', 'disorders of globe']","[0, 0, 0, 0, 0, 0, 0, 5]",0.625
1466,51,Ferric pyrophosphate citrate,"['I10', 'N18']","['essential (primary) hypertension', 'chronic renal failure']","[0, 6]",3.0
1467,278,Inotuzumab ozogamicin,"['F10', 'F19', 'D52', 'G93', 'I46', 'K26', 'M80']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'folate deficiency anaemia', 'disorders of brain', 'cardiac arrest', 'duodenal ulcer', 'osteoporosis with pathological fracture']","[0, 0, 0, 1, 0, 0, 0]",0.14285714285714285
1468,194,Pitavastatin,"['M40', 'M54', 'M76', 'M80', 'M93', 'D16', 'D36', 'G83', 'K04']","['kyphosis and lordosis', 'dorsalgia', 'enthesopathies of lower limb, excluding foot', 'osteoporosis with pathological fracture', 'osteochondropathies', 'benign neoplasm of bone and articular cartilage', 'benign neoplasm of sites', 'paralytic syndromes', 'diseases of pulp and periapical tissues']","[0, 0, 0, 0, 0, 2, 2, 0, 0]",0.4444444444444444
1469,355,Clofibrate,"['C53', 'C54', 'C55', 'D25', 'K81']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'leiomyoma of uterus', 'cholecystitis']","[0, 1, 0, 1, 8]",2.0
1470,335,Magnesium salicylate,"['B36', 'C15', 'C23', 'C32', 'C51', 'C52', 'C69', 'C76', 'D03', 'D31', 'D46', 'D59', 'D89', 'E20', 'E46', 'E53', 'E72', 'F05', 'F09', 'G12', 'G24', 'G31', 'G90', 'H01', 'H21', 'H31', 'H49', 'H57', 'I06', 'I22', 'I33', 'I81', 'J11', 'J12', 'K06', 'K14', 'K41', 'K46', 'L08', 'L24', 'L53', 'L82', 'L84', 'L85', 'M00', 'M11', 'N32', 'N36']","['superficial mycoses', 'malignant neoplasm of oesophagus', 'malignant neoplasm of gallbladder', 'malignant neoplasm of larynx', 'malignant neoplasm of vulva', 'malignant neoplasm of vagina', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'melanoma in situ', 'benign neoplasm of eye and adnexa', 'myelodysplastic syndromes', 'acquired haemolytic anaemia', 'disorders involving the immune mechanism', 'hypoparathyroidism', 'protein-energy malnutrition', 'deficiency of b group vitamins', 'disorders of amino-acid metabolism', 'delirium', 'organic or symptomatic mental disorder', 'spinal muscular atrophy and related syndromes', 'dystonia', 'degenerative diseases of nervous system', 'disorders of autonomic nervous system', 'inflammation of eyelid', 'disorders of iris and ciliary body', 'disorders of choroid', 'paralytic strabismus', 'disorders of eye and adnexa', 'rheumatic aortic valve diseases', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'portal vein thrombosis', 'influenza virus', 'viral pneumonia', 'disorders of gingiva and edentulous alveolar ridge', 'diseases of tongue', 'femoral hernia', 'abdominal hernia', 'local infections of skin and subcutaneous tissue', 'irritant contact dermatitis', 'erythematous conditions', 'seborrhoeic keratosis', 'corns and callosities', 'epidermal thickening', 'pyogenic arthritis', 'crystal arthropathies', 'disorders of bladder', 'disorders of urethra']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.020833333333333332
1471,410,Tibolone,"['M17', 'M21', 'M24', 'M67', 'M71', 'M94', 'M00']","['gonarthrosis [arthrosis of knee]', 'acquired deformities of limbs', 'specific joint derangements', 'disorders of synovium and tendon', 'bursopathies', 'disorders of cartilage', 'pyogenic arthritis']","[2, 0, 0, 0, 0, 2, 0]",0.5714285714285714
1472,133,Nabilone,"['I47', 'I49']","['paroxysmal tachycardia', 'cardiac arrhythmias']",[0],0.0
1473,324,Lasofoxifene,"['N00', 'D46', 'E53', 'F05', 'G31', 'H49', 'I10', 'I12', 'I13', 'I62', 'I99', 'J02', 'J04', 'J30', 'J41', 'J42', 'J69', 'K20', 'K73', 'K75', 'L29', 'M10', 'M40', 'M46', 'N10', 'D26', 'E24', 'L73']","['acute nephritic syndrome', 'myelodysplastic syndromes', 'deficiency of b group vitamins', 'delirium', 'degenerative diseases of nervous system', 'paralytic strabismus', 'essential (primary) hypertension', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pneumonitis due to solids and liquids', 'oesophagitis', 'chronic hepatitis', 'inflammatory liver diseases', 'pruritus', 'gout', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'acute tubulo-interstitial nephritis', 'benign neoplasms of uterus', ""cushing's syndrome"", 'follicular disorders']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 6, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0]",0.9642857142857143
1474,228_319,Regorafenib,"['M17', 'M21', 'M71', 'M93', 'M94']","['gonarthrosis [arthrosis of knee]', 'acquired deformities of limbs', 'bursopathies', 'osteochondropathies', 'disorders of cartilage']","[0, 0, 0, 0, 1]",0.2
1475,8,Palonosetron,"['N10', 'N12']","['acute tubulo-interstitial nephritis', 'tubulo-interstitial nephritis']","[0, 0]",0.0
1476,377,Ezogabine,"['G81', 'G40', 'G41']","['hemiplegia', 'epilepsy', 'status epilepticus']","[0, 211, 8]",73.0
1477,65_103,Vecuronium,"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 2, 4, 0, 682, 1, 0]",98.42857142857143
1478,243,Nafamostat,"['A04', 'K80', 'K81', 'K82', 'D72']","['bacterial intestinal infections', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'disorders of white blood cells']","[3, 0, 0, 2, 16]",4.2
1479,120,Dexlansoprazole,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[0, 0, 0]",0.0
1480,335,Estradiol acetate,"['B36', 'C15', 'C23', 'C32', 'C51', 'C52', 'C69', 'C76', 'D03', 'D31', 'D46', 'D59', 'D89', 'E20', 'E46', 'E53', 'E72', 'F05', 'F09', 'G12', 'G24', 'G31', 'G90', 'H01', 'H21', 'H31', 'H49', 'H57', 'I06', 'I22', 'I33', 'I81', 'J11', 'J12', 'K06', 'K14', 'K41', 'K46', 'L08', 'L24', 'L53', 'L82', 'L84', 'L85', 'M00', 'M11', 'N32', 'N36']","['superficial mycoses', 'malignant neoplasm of oesophagus', 'malignant neoplasm of gallbladder', 'malignant neoplasm of larynx', 'malignant neoplasm of vulva', 'malignant neoplasm of vagina', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'melanoma in situ', 'benign neoplasm of eye and adnexa', 'myelodysplastic syndromes', 'acquired haemolytic anaemia', 'disorders involving the immune mechanism', 'hypoparathyroidism', 'protein-energy malnutrition', 'deficiency of b group vitamins', 'disorders of amino-acid metabolism', 'delirium', 'organic or symptomatic mental disorder', 'spinal muscular atrophy and related syndromes', 'dystonia', 'degenerative diseases of nervous system', 'disorders of autonomic nervous system', 'inflammation of eyelid', 'disorders of iris and ciliary body', 'disorders of choroid', 'paralytic strabismus', 'disorders of eye and adnexa', 'rheumatic aortic valve diseases', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'portal vein thrombosis', 'influenza virus', 'viral pneumonia', 'disorders of gingiva and edentulous alveolar ridge', 'diseases of tongue', 'femoral hernia', 'abdominal hernia', 'local infections of skin and subcutaneous tissue', 'irritant contact dermatitis', 'erythematous conditions', 'seborrhoeic keratosis', 'corns and callosities', 'epidermal thickening', 'pyogenic arthritis', 'crystal arthropathies', 'disorders of bladder', 'disorders of urethra']","[0, 3, 2, 0, 3, 26, 567, 0, 0, 568, 0, 0, 3, 2, 0, 2, 29, 0, 87, 81, 1, 0, 1, 0, 0, 0, 0, 571, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 22, 0, 9, 0, 0, 0, 0, 3, 0]",42.191489361702125
1481,44,Nitroprusside,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[7, 164, 3]",58.0
1482,89,Chlordiazepoxide,"['G35', 'H46', 'F32', 'F34', 'F48']","['multiple sclerosis', 'optic neuritis', 'depressive episode', 'persistent mood [affective] disorders', 'neurotic disorders']","[4, 0, 8, 1, 151]",32.8
1483,81,Tiapride,"['F44', 'G40', 'J15']","['dissociative [conversion] disorders', 'epilepsy', 'bacterial pneumonia']","[0, 5, 1]",2.0
1484,44,Methoxyflurane,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[2, 312, 0]",104.66666666666667
1485,44,Bosentan,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 6, 0]",2.0
1486,61,Nalbuphine,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']","[0, 0, 0, 0, 0]",0.0
